Timestamp,PacketId,MissionTime,ErrorCode,Altitude,Pressure,Temperature,Voltage,GpsLatitude,GpsLongitude,GpsAltitude,DescentRate,PayloadAltitude,PayloadTemperature,PayloadVoltage,PayloadGpsLatitude,PayloadGpsLongitude,PayloadGpsAltitude,PayloadSeparationSuccess,PayloadStatus,Roll,Pitch,Yaw,EmergencyParachuteActive
2026-06-07T12:53:14.012Z,121,00:01:00,0000,2788.29,72763.95,9.67,12.03,28.536009,77.391041,2788.29,44.27,2792.61,10.32,11.81,28.535453,77.390979,2790.92,0,Attached,3.25,6.82,108.41,0
2026-06-07T12:53:14.509Z,122,00:01:0.5,0000,2823.21,72462.78,9.61,11.96,28.536142,77.390198,2823.21,45.48,2828.98,11.20,11.70,28.535373,77.390985,2828.02,0,Attached,5.53,-2.37,112.78,0
2026-06-07T12:53:15.008Z,123,00:01:01,0000,2858.28,72161.62,9.01,12.01,28.535586,77.390875,2858.28,49.37,2852.32,9.30,11.91,28.535408,77.390963,2850.00,0,Attached,4.68,6.93,114.88,0
2026-06-07T12:53:15.508Z,124,00:01:1.5,0000,2893.50,71860.49,8.74,11.96,28.535422,77.391304,2893.50,42.86,2891.63,8.20,11.70,28.535633,77.390967,2894.02,0,Attached,-1.69,6.69,113.75,0
2026-06-07T12:53:16.006Z,125,00:01:02,0000,2928.86,71559.39,9.88,12.02,28.535506,77.390684,2928.86,50.88,2919.33,10.71,11.80,28.535407,77.391007,2919.35,0,Attached,-16.49,3.93,114.16,0
2026-06-07T12:53:16.507Z,126,00:01:2.5,0000,2964.36,71258.35,9.20,12.03,28.535601,77.390358,2964.36,52.00,2973.09,9.73,11.92,28.535539,77.391053,2972.06,0,Attached,12.38,-0.10,116.62,0
2026-06-07T12:53:17.008Z,127,00:01:03,0000,3000.00,70957.37,8.44,11.95,28.535064,77.391777,3000.00,44.54,3009.21,9.72,11.68,28.535603,77.391016,3009.96,0,Attached,-8.24,7.26,114.99,0
2026-06-07T12:53:17.503Z,128,00:01:3.5,0000,3008.72,70883.97,8.39,11.95,28.535230,77.391351,3008.72,49.40,3005.77,10.05,11.66,28.535394,77.390942,3006.83,0,Attached,-14.61,1.13,122.04,0
2026-06-07T12:53:18.009Z,129,00:01:04,0000,3017.36,70811.20,8.95,12.02,28.535915,77.391631,3017.36,51.06,3011.01,9.08,11.89,28.535535,77.391025,3012.76,0,Attached,-17.09,8.73,118.06,0
2026-06-07T12:53:18.508Z,130,00:01:4.5,0000,3025.88,70739.62,7.60,12.00,28.534744,77.391567,3025.88,49.86,3029.31,7.23,11.77,28.535466,77.391121,3031.60,0,Attached,3.56,8.99,130.88,0
2026-06-07T12:53:19.007Z,131,00:01:05,0000,3034.20,70669.76,7.50,11.96,28.535008,77.390757,3034.20,44.94,3024.39,7.89,11.73,28.535561,77.390945,3024.67,0,Attached,-6.43,5.37,139.32,0
2026-06-07T12:53:19.508Z,132,00:01:5.5,0000,3042.26,70602.15,8.72,12.00,28.535275,77.390252,3042.26,49.62,3037.99,10.67,11.75,28.535423,77.391042,3037.39,0,Attached,-1.94,2.59,140.50,0
2026-06-07T12:53:20.012Z,133,00:01:06,0000,3050.00,70537.30,8.74,12.00,28.534784,77.391368,3050.00,44.77,3043.37,7.87,11.90,28.535448,77.390921,3041.05,0,Attached,-8.35,7.19,143.97,0
2026-06-07T12:53:20.505Z,134,00:01:6.5,0000,3057.36,70475.70,8.18,11.98,28.535575,77.391427,3057.36,48.92,3068.37,9.51,11.69,28.535569,77.391074,3068.94,0,Attached,-13.61,1.75,120.58,0
2026-06-07T12:53:21.006Z,135,00:01:07,0000,3064.28,70417.80,7.94,12.00,28.534848,77.390805,3064.28,51.11,3066.42,8.18,11.75,28.535557,77.390909,3065.45,0,Attached,10.68,8.63,144.17,0
2026-06-07T12:53:21.506Z,136,00:01:7.5,0000,3070.71,70364.04,8.07,11.98,28.534966,77.391740,3070.71,45.99,3062.56,9.83,11.87,28.535599,77.391075,3063.79,0,Attached,-13.95,-3.60,128.81,0
2026-06-07T12:53:22.007Z,137,00:01:08,0000,3076.60,70314.81,7.48,11.99,28.535691,77.390513,3076.60,48.10,3086.93,8.96,11.74,28.535434,77.390984,3086.32,0,Attached,-8.30,-3.73,126.14,0
2026-06-07T12:53:22.505Z,138,00:01:8.5,0000,3081.92,70270.48,8.89,11.97,28.536086,77.390847,3081.92,51.82,3073.58,10.70,11.86,28.535614,77.390967,3072.35,0,Attached,-7.65,3.65,147.19,0
2026-06-07T12:53:23.018Z,139,00:01:09,0000,3086.60,70231.37,7.18,11.99,28.535464,77.391649,3086.60,47.89,3081.22,5.25,11.78,28.535385,77.390921,3080.51,0,Attached,3.54,5.75,128.72,0
2026-06-07T12:53:23.505Z,140,00:01:9.5,0000,3090.63,70197.79,8.05,12.02,28.535683,77.390779,3090.63,48.07,3089.69,8.69,11.85,28.535582,77.390966,3088.49,0,Attached,-14.95,2.75,147.98,0
2026-06-07T12:53:24.004Z,141,00:01:10,0000,3093.97,70169.96,7.12,12.00,28.534682,77.391647,3093.97,51.52,3088.67,5.42,11.71,28.535585,77.390979,3090.93,0,Attached,9.77,-5.07,132.04,0
2026-06-07T12:53:24.504Z,142,00:01:10.5,0000,3096.59,70148.10,7.81,11.99,28.535060,77.390513,3096.59,44.37,3088.62,6.51,11.83,28.535628,77.391097,3086.17,0,Attached,-2.03,8.12,151.89,0
2026-06-07T12:53:25.005Z,143,00:01:11,0000,3098.48,70132.38,7.27,12.02,28.536001,77.390462,3098.48,43.39,3095.11,8.20,11.78,28.535481,77.390994,3093.44,0,Attached,-3.35,-8.41,154.22,0
2026-06-07T12:53:25.506Z,144,00:01:11.5,0000,3099.62,70122.89,6.91,12.03,28.535291,77.391083,3099.62,47.23,3104.20,5.56,11.82,28.535572,77.390937,3102.99,0,Attached,2.68,3.91,136.74,0
2026-06-07T12:53:26.005Z,145,00:01:12,0000,3100.00,70119.73,7.63,11.99,28.536182,77.391731,3100.00,46.44,3090.76,7.02,11.88,28.535501,77.391140,3091.38,1,Separated,13.19,-10.81,139.47,0
2026-06-07T12:53:26.506Z,146,00:01:12.5,0000,3099.62,70122.89,8.26,11.95,28.534892,77.390494,3099.62,42.86,3104.73,7.80,11.83,28.535515,77.390956,3105.63,1,Separated,-23.31,-3.15,133.35,0
2026-06-07T12:53:27.006Z,147,00:01:13,0000,3098.48,70132.38,6.91,12.04,28.535942,77.390605,3098.48,48.14,3108.68,5.51,11.82,28.535381,77.390922,3107.84,1,Separated,16.39,-12.76,139.15,0
2026-06-07T12:53:27.507Z,148,00:01:13.5,0000,3096.59,70148.10,7.38,11.97,28.535130,77.391099,3096.59,44.20,3107.49,6.37,11.80,28.535503,77.390853,3108.86,1,Separated,8.45,-9.03,143.12,0
2026-06-07T12:53:28.017Z,149,00:01:14,0000,3093.97,70169.96,8.18,12.00,28.534841,77.390176,3093.97,44.18,3083.12,7.18,11.80,28.535593,77.391070,3085.14,1,Separated,9.27,5.11,154.94,0
2026-06-07T12:53:28.504Z,150,00:01:14.5,0000,3090.63,70197.79,7.10,11.97,28.534875,77.391678,3090.63,51.05,3096.79,7.82,11.79,28.535468,77.390919,3097.22,1,Separated,-29.85,-6.99,144.02,0
2026-06-07T12:53:29.008Z,151,00:01:15,0000,3086.60,70231.37,7.56,11.98,28.535100,77.391607,3086.60,51.92,3084.62,5.60,11.78,28.535383,77.391074,3086.74,1,Separated,-3.78,4.18,145.07,0
2026-06-07T12:53:29.509Z,152,00:01:15.5,0000,3081.92,70270.48,7.63,12.02,28.534739,77.390233,3081.92,47.67,3082.24,8.09,11.76,28.535394,77.391093,3081.16,1,Separated,-0.93,-3.82,147.46,0
2026-06-07T12:53:30.016Z,153,00:01:16,0000,3076.60,70314.81,7.97,11.99,28.534742,77.391687,3076.60,50.07,3076.93,8.69,11.70,28.535480,77.390945,3079.38,1,Separated,-18.59,10.90,143.02,0
2026-06-07T12:53:30.509Z,154,00:01:16.5,0000,3070.71,70364.04,8.93,11.97,28.535250,77.391597,3070.71,51.84,3066.25,9.02,11.68,28.535512,77.390979,3065.82,1,Separated,24.81,-7.41,156.47,0
2026-06-07T12:53:31.013Z,155,00:01:17,0000,3064.28,70417.80,8.25,11.98,28.535829,77.390288,3064.28,42.88,3070.98,8.29,11.77,28.535552,77.391083,3069.38,1,Separated,7.40,-12.97,148.21,0
2026-06-07T12:53:31.510Z,156,00:01:17.5,0000,3057.36,70475.70,7.21,11.98,28.536228,77.391538,3057.36,47.91,3061.01,6.01,11.87,28.535430,77.391151,3060.47,1,Separated,13.81,-14.90,162.05,0
2026-06-07T12:53:32.011Z,157,00:01:18,0000,3050.00,70537.30,7.99,12.01,28.536066,77.391588,3050.00,52.14,3059.35,7.09,11.75,28.535647,77.390970,3057.69,1,Separated,25.23,-8.71,164.31,0
2026-06-07T12:53:32.505Z,158,00:01:18.5,0000,3042.26,70602.15,8.17,12.00,28.534874,77.390232,3042.26,48.47,3049.06,9.27,11.87,28.535487,77.391089,3047.70,1,Separated,-21.54,-13.09,161.40,0
2026-06-07T12:53:33.004Z,159,00:01:19,0000,3034.20,70669.76,8.34,11.95,28.536046,77.390920,3034.20,47.46,3026.95,8.87,11.72,28.535361,77.390995,3027.93,1,Separated,-22.09,-0.82,159.58,0
2026-06-07T12:53:33.518Z,160,00:01:19.5,0000,3025.88,70739.62,8.13,12.02,28.535725,77.391270,3025.88,49.03,3031.16,9.14,11.78,28.535380,77.391139,3029.58,1,Separated,-16.53,14.89,153.56,0
2026-06-07T12:53:34.012Z,161,00:01:20,0000,3017.36,70811.20,8.67,12.01,28.534784,77.390931,3017.36,45.42,3019.59,9.70,11.73,28.535466,77.391027,3021.71,1,Separated,-14.22,3.63,163.48,0
2026-06-07T12:53:34.516Z,162,00:01:20.5,0000,3008.72,70883.97,8.11,11.94,28.535299,77.391345,3008.72,51.37,3001.13,9.54,11.78,28.535651,77.390938,3002.15,1,Separated,3.29,-11.82,162.95,0
2026-06-07T12:53:35.014Z,163,00:01:21,0000,3000.00,70957.37,7.86,11.98,28.535237,77.391565,3000.00,-9.42,3010.34,7.78,11.84,28.535547,77.391091,3009.78,1,Separated,20.49,-7.54,168.75,0
2026-06-07T12:53:35.504Z,164,00:01:21.5,0000,2994.74,71001.72,9.41,11.96,28.534598,77.391835,2994.74,-9.16,2985.90,7.51,11.67,28.535609,77.390951,2986.34,1,Separated,3.81,-12.63,165.47,0
2026-06-07T12:53:36.014Z,165,00:01:22,0000,2987.91,71059.30,9.27,12.00,28.534945,77.390263,2987.91,-9.06,2999.80,10.68,11.78,28.535361,77.391038,2999.28,1,Separated,-15.91,4.77,175.38,0
2026-06-07T12:53:36.506Z,166,00:01:22.5,0000,2980.34,71123.26,7.82,12.02,28.535587,77.391608,2980.34,-8.81,2984.73,6.46,11.76,28.535436,77.390895,2983.36,1,Separated,-29.85,10.02,153.54,0
2026-06-07T12:53:37.007Z,167,00:01:23,0000,2972.23,71191.76,9.43,12.00,28.535555,77.390663,2972.23,-8.98,2973.33,8.21,11.71,28.535610,77.390914,2972.75,1,Separated,-18.04,2.88,156.17,0
2026-06-07T12:53:37.507Z,168,00:01:23.5,0000,2963.70,71263.89,9.32,12.02,28.534922,77.391674,2963.70,-8.49,2953.80,10.10,11.84,28.535438,77.391034,2956.12,1,Separated,-21.49,-7.79,156.65,0
2026-06-07T12:53:38.007Z,169,00:01:24,0000,2954.82,71339.06,9.29,11.96,28.535479,77.390960,2954.82,-9.48,2954.90,9.44,11.81,28.535512,77.391044,2954.65,1,Separated,-9.78,5.24,177.44,0
2026-06-07T12:53:38.507Z,170,00:01:24.5,0000,2945.64,71416.86,9.59,11.95,28.534592,77.390786,2945.64,-8.78,2942.61,9.19,11.78,28.535462,77.391123,2943.10,1,Separated,-23.64,-10.69,172.09,0
2026-06-07T12:53:39.007Z,171,00:01:25,0000,2936.20,71497.02,9.71,12.03,28.534808,77.391335,2936.20,-9.27,2930.03,11.61,11.90,28.535403,77.391081,2927.94,1,Separated,-22.86,-11.99,168.99,0
2026-06-07T12:53:39.505Z,172,00:01:25.5,0000,2926.51,71579.31,9.52,12.03,28.534854,77.391397,2926.51,-9.02,2922.46,7.93,11.89,28.535360,77.390889,2924.33,1,Separated,20.36,14.52,160.07,0
2026-06-07T12:53:40.007Z,173,00:01:26,0000,2916.61,71663.54,8.12,11.97,28.535632,77.390207,2916.61,-8.54,2923.08,7.13,11.74,28.535526,77.390867,2921.01,1,Separated,-5.93,2.20,173.00,0
2026-06-07T12:53:40.509Z,174,00:01:26.5,0000,2906.50,71749.59,9.23,12.00,28.535940,77.390496,2906.50,-9.39,2895.92,10.56,11.86,28.535549,77.390904,2896.41,1,Separated,-17.71,3.35,168.27,0
2026-06-07T12:53:41.010Z,175,00:01:27,0000,2896.21,71837.32,8.67,12.01,28.535937,77.390518,2896.21,-8.47,2905.51,10.42,11.71,28.535425,77.391143,2905.46,1,Separated,10.75,-12.00,175.23,0
2026-06-07T12:53:41.508Z,176,00:01:27.5,0000,2885.75,71926.63,8.47,11.98,28.535655,77.390439,2885.75,-9.14,2877.07,10.26,11.79,28.535460,77.391105,2875.05,1,Separated,-8.53,8.56,172.00,0
2026-06-07T12:53:42.010Z,177,00:01:28,0000,2875.12,72017.45,10.10,11.96,28.535043,77.390487,2875.12,-8.83,2864.39,9.69,11.85,28.535566,77.391080,2866.32,1,Separated,29.27,13.21,173.89,0
2026-06-07T12:53:42.511Z,178,00:01:28.5,0000,2864.35,72109.69,9.99,12.03,28.535359,77.390276,2864.35,-9.31,2865.86,10.69,11.75,28.535510,77.391139,2864.86,1,Separated,-9.97,-3.59,169.07,0
2026-06-07T12:53:43.012Z,179,00:01:29,0000,2853.42,72203.28,10.15,12.01,28.535248,77.390871,2853.42,-9.19,2845.98,10.90,11.87,28.535412,77.390875,2843.87,1,Separated,4.42,5.77,167.77,0
2026-06-07T12:53:43.515Z,180,00:01:29.5,0000,2842.36,72298.19,8.64,11.97,28.535717,77.391513,2842.36,-8.87,2839.55,8.36,11.71,28.535474,77.391078,2838.31,1,Separated,-13.53,-1.97,175.13,0
2026-06-07T12:53:44.005Z,181,00:01:30,0000,2831.17,72394.34,8.96,11.96,28.535084,77.390235,2831.17,-9.36,2829.84,7.07,11.86,28.535397,77.391105,2828.52,1,Separated,-21.19,5.31,182.21,0
2026-06-07T12:53:44.510Z,182,00:01:30.5,0000,2819.85,72491.69,9.04,11.94,28.535683,77.391521,2819.85,-9.21,2831.96,8.07,11.79,28.535439,77.390921,2833.80,1,Separated,3.13,9.88,186.73,0
2026-06-07T12:53:45.009Z,183,00:01:31,0000,2808.42,72590.21,10.67,11.98,28.535629,77.390946,2808.42,-9.59,2812.17,9.07,11.78,28.535643,77.390861,2814.01,1,Separated,13.69,7.37,170.66,0
2026-06-07T12:53:45.508Z,184,00:01:31.5,0000,2796.86,72689.86,9.06,12.02,28.535456,77.391088,2796.86,-8.45,2801.29,7.61,11.77,28.535612,77.390929,2798.88,1,Separated,-26.12,-11.30,178.16,0
2026-06-07T12:53:46.005Z,185,00:01:32,0000,2785.20,72790.60,9.38,11.98,28.534586,77.391299,2785.20,-8.81,2797.01,11.12,11.82,28.535509,77.391022,2796.65,1,Separated,20.09,7.35,196.37,0
2026-06-07T12:53:46.511Z,186,00:01:32.5,0000,2773.43,72892.40,9.32,12.01,28.534904,77.390498,2773.43,-9.05,2781.92,8.39,11.84,28.535498,77.390941,2780.04,1,Separated,-10.54,3.74,180.56,0
2026-06-07T12:53:47.019Z,187,00:01:33,0000,2761.56,72995.24,9.67,12.00,28.535795,77.390286,2761.56,-8.43,2749.30,8.01,11.87,28.535529,77.390876,2749.62,1,Separated,12.33,-7.64,196.01,0
2026-06-07T12:53:47.507Z,188,00:01:33.5,0000,2749.59,73099.08,9.17,11.96,28.535406,77.390122,2749.59,-8.63,2742.69,9.76,11.84,28.535588,77.390897,2740.63,1,Separated,-16.14,12.44,197.40,0
2026-06-07T12:53:48.007Z,189,00:01:34,0000,2737.52,73203.90,10.24,11.94,28.535438,77.391641,2737.52,-8.45,2748.22,11.65,11.76,28.535475,77.391110,2746.96,1,Separated,23.39,-12.14,185.96,0
2026-06-07T12:53:48.508Z,190,00:01:34.5,0000,2725.36,73309.69,10.47,11.94,28.535484,77.390070,2725.36,-8.47,2729.66,8.73,11.65,28.535464,77.391055,2731.29,1,Separated,11.77,4.05,200.31,0
2026-06-07T12:53:49.007Z,191,00:01:35,0000,2713.11,73416.42,10.37,12.00,28.536399,77.391006,2713.11,-9.25,2722.31,10.29,11.86,28.535358,77.390887,2723.45,1,Separated,-19.02,14.77,192.72,0
2026-06-07T12:53:49.509Z,192,00:01:35.5,0000,2700.77,73524.07,9.98,11.94,28.535073,77.391669,2700.77,-8.86,2706.78,10.40,11.70,28.535569,77.390875,2708.48,1,Separated,-25.18,3.60,203.09,0
2026-06-07T12:53:50.008Z,193,00:01:36,0000,2688.35,73632.63,11.39,12.03,28.535138,77.391030,2688.35,-9.53,2693.52,12.09,11.92,28.535622,77.390992,2695.70,1,Separated,22.92,-5.68,190.18,0
2026-06-07T12:53:50.513Z,194,00:01:36.5,0000,2675.84,73742.07,10.03,12.02,28.536301,77.390933,2675.84,-9.34,2663.64,8.79,11.76,28.535520,77.391059,2663.76,1,Separated,-16.48,-0.98,197.08,0
2026-06-07T12:53:51.009Z,195,00:01:37,0000,2663.25,73852.39,11.21,12.03,28.535320,77.390705,2663.25,-9.19,2666.08,10.61,11.77,28.535462,77.391111,2666.03,1,Separated,-9.41,10.63,191.06,0
2026-06-07T12:53:51.510Z,196,00:01:37.5,0000,2650.59,73963.56,9.82,11.95,28.536259,77.390427,2650.59,-9.43,2656.56,10.92,11.81,28.535602,77.391125,2655.80,1,Separated,27.65,12.00,188.25,0
2026-06-07T12:53:52.011Z,197,00:01:38,0000,2637.84,74075.58,9.90,12.01,28.536368,77.390476,2637.84,-8.59,2635.65,11.68,11.78,28.535440,77.390912,2634.43,1,Separated,-4.20,8.78,200.19,0
2026-06-07T12:53:52.513Z,198,00:01:38.5,0000,2625.02,74188.44,9.95,12.02,28.534838,77.391192,2625.02,-8.95,2631.61,9.71,11.77,28.535641,77.391032,2632.17,1,Separated,1.86,-3.36,191.39,0
2026-06-07T12:53:53.009Z,199,00:01:39,0000,2612.13,74302.11,10.17,12.00,28.534902,77.390237,2612.13,-8.49,2606.55,10.55,11.76,28.535462,77.391109,2608.95,1,Separated,19.60,9.44,193.27,0
2026-06-07T12:53:53.506Z,200,00:01:39.5,0000,2599.17,74416.59,10.73,11.99,28.535978,77.390212,2599.17,-8.92,2592.82,9.74,11.83,28.535652,77.390996,2594.55,1,Separated,9.55,11.00,194.72,0
2026-06-07T12:53:54.012Z,201,00:01:40,0000,2586.13,74531.87,12.06,12.03,28.535092,77.390281,2586.13,-8.92,2581.81,13.56,11.91,28.535555,77.390879,2580.61,1,Separated,2.65,5.12,191.37,0
2026-06-07T12:53:54.512Z,202,00:01:40.5,0000,2573.03,74647.94,12.11,11.96,28.535763,77.391654,2573.03,-8.60,2580.40,13.03,11.78,28.535617,77.391030,2579.79,1,Separated,-6.00,5.01,205.57,0
2026-06-07T12:53:55.010Z,203,00:01:41,0000,2559.86,74764.78,10.51,11.98,28.536358,77.391594,2559.86,-9.03,2564.15,10.25,11.71,28.535575,77.391032,2564.57,1,Separated,16.16,-11.95,209.01,0
2026-06-07T12:53:55.513Z,204,00:01:41.5,0000,2546.62,74882.40,11.02,11.96,28.535209,77.390882,2546.62,-9.08,2537.25,12.81,11.78,28.535467,77.390968,2535.95,1,Separated,-4.75,3.28,192.25,0
2026-06-07T12:53:56.013Z,205,00:01:42,0000,2533.32,75000.78,11.78,11.96,28.534821,77.390730,2533.32,-9.49,2530.14,11.40,11.82,28.535458,77.391009,2530.99,1,Separated,14.68,-11.13,211.48,0
2026-06-07T12:53:56.514Z,206,00:01:42.5,0000,2519.95,75119.91,11.74,11.94,28.534628,77.390314,2519.95,-8.72,2521.92,11.56,11.78,28.535602,77.391101,2523.42,1,Separated,-14.82,-6.97,207.87,0
2026-06-07T12:53:57.014Z,207,00:01:43,0000,2506.52,75239.79,10.86,12.03,28.535674,77.391251,2506.52,-8.92,2496.95,9.22,11.86,28.535639,77.391096,2497.50,1,Separated,-22.51,-4.81,214.48,0
2026-06-07T12:53:57.515Z,208,00:01:43.5,0000,2493.03,75360.41,12.60,12.03,28.535497,77.392000,2493.03,-8.86,2484.59,12.98,11.91,28.535582,77.391081,2484.80,1,Separated,8.35,-13.23,204.30,0
2026-06-07T12:53:58.015Z,209,00:01:44,0000,2479.49,75481.76,12.70,11.97,28.535789,77.390176,2479.49,-9.10,2472.84,14.50,11.68,28.535549,77.390877,2470.63,1,Separated,24.68,-0.21,209.49,0
2026-06-07T12:53:58.515Z,210,00:01:44.5,0000,2465.88,75603.83,11.54,11.98,28.535475,77.390354,2465.88,-8.53,2459.97,11.13,11.86,28.535358,77.391080,2460.52,1,Separated,12.32,0.00,197.98,0
2026-06-07T12:53:59.014Z,211,00:01:45,0000,2452.21,75726.63,11.96,11.94,28.534924,77.390307,2452.21,-8.69,2459.71,13.30,11.82,28.535404,77.391153,2457.88,1,Separated,24.22,3.14,208.80,0
2026-06-07T12:53:59.513Z,212,00:01:45.5,0000,2438.49,75850.13,11.26,11.98,28.535632,77.391708,2438.49,-8.65,2426.25,10.80,11.74,28.535373,77.391030,2425.91,1,Separated,-26.38,6.01,205.15,0
2026-06-07T12:54:00.013Z,213,00:01:46,0000,2424.71,75974.35,11.45,11.94,28.534471,77.391406,2424.71,-9.52,2427.19,12.66,11.65,28.535430,77.390932,2425.20,1,Separated,13.01,-2.83,200.07,0
2026-06-07T12:54:00.511Z,214,00:01:46.5,0000,2410.88,76099.26,11.90,12.00,28.535685,77.390820,2410.88,-8.96,2408.07,11.99,11.84,28.535615,77.390871,2409.95,1,Separated,18.46,-14.08,210.61,0
2026-06-07T12:54:01.010Z,215,00:01:47,0000,2396.99,76224.88,13.31,11.97,28.535606,77.390876,2396.99,-9.56,2393.88,13.90,11.85,28.535628,77.391077,2392.86,1,Separated,-29.18,-9.23,212.74,0
2026-06-07T12:54:01.508Z,216,00:01:47.5,0000,2383.04,76351.19,12.71,11.98,28.534490,77.391485,2383.04,-8.59,2370.68,12.95,11.70,28.535567,77.391033,2371.69,1,Separated,-23.27,-14.94,209.69,0
2026-06-07T12:54:02.009Z,217,00:01:48,0000,2369.05,76478.18,11.77,12.03,28.535869,77.392036,2369.05,-9.41,2370.16,11.45,11.89,28.535406,77.390981,2371.58,1,Separated,25.95,-1.32,206.73,0
2026-06-07T12:54:02.505Z,218,00:01:48.5,0000,2355.00,76605.86,12.33,11.99,28.536071,77.391531,2355.00,-8.80,2347.39,14.11,11.72,28.535594,77.391010,2346.32,1,Separated,14.56,-14.50,206.73,0
2026-06-07T12:54:03.007Z,219,00:01:49,0000,2340.90,76734.22,13.44,11.96,28.534731,77.390392,2340.90,-8.70,2337.07,13.32,11.67,28.535481,77.391042,2336.34,1,Separated,20.10,-7.85,226.36,0
2026-06-07T12:54:03.519Z,220,00:01:49.5,0000,2326.76,76863.26,13.87,12.01,28.536082,77.390312,2326.76,-9.15,2326.54,15.01,11.82,28.535360,77.391019,2328.72,1,Separated,27.26,-11.44,211.61,0
2026-06-07T12:54:04.005Z,221,00:01:50,0000,2312.56,76992.96,13.23,11.95,28.534908,77.391006,2312.56,-8.61,2306.30,12.02,11.80,28.535356,77.391096,2304.63,1,Separated,15.60,-3.04,226.17,0
2026-06-07T12:54:04.505Z,222,00:01:50.5,0000,2298.31,77123.34,12.71,11.97,28.535145,77.391250,2298.31,-9.05,2298.83,13.21,11.75,28.535431,77.390890,2297.83,1,Separated,-3.04,1.06,214.69,0
2026-06-07T12:54:05.006Z,223,00:01:51,0000,2284.01,77254.37,13.73,12.00,28.534839,77.391401,2284.01,-8.54,2288.04,14.11,11.85,28.535620,77.391028,2289.67,1,Separated,1.19,-2.94,211.03,0
2026-06-07T12:54:05.510Z,224,00:01:51.5,0000,2269.67,77386.07,13.93,11.94,28.535839,77.390685,2269.67,-9.38,2279.11,14.13,11.70,28.535428,77.391060,2279.63,1,Separated,-0.67,-2.00,229.99,0
2026-06-07T12:54:06.007Z,225,00:01:52,0000,2255.28,77518.43,12.49,12.00,28.536524,77.390785,2255.28,-8.58,2253.98,12.80,11.90,28.535641,77.390927,2253.73,1,Separated,-22.93,-2.72,236.34,0
2026-06-07T12:54:06.504Z,226,00:01:52.5,0000,2240.84,77651.45,13.13,12.00,28.534934,77.390623,2240.84,-8.95,2252.16,13.89,11.73,28.535425,77.391103,2253.68,1,Separated,-1.07,-9.67,216.90,0
2026-06-07T12:54:07.007Z,227,00:01:53,0000,2226.36,77785.11,12.87,11.98,28.535389,77.391046,2226.36,-9.43,2231.34,11.12,11.73,28.535552,77.390866,2230.39,1,Separated,-17.80,-8.61,227.63,0
2026-06-07T12:54:07.504Z,228,00:01:53.5,0000,2211.83,77919.43,14.06,11.96,28.536539,77.390875,2211.83,-8.47,2211.56,13.86,11.81,28.535345,77.391022,2209.58,1,Separated,-10.43,6.10,237.97,0
2026-06-07T12:54:08.009Z,229,00:01:54,0000,2197.26,78054.39,12.87,11.98,28.535953,77.392000,2197.26,-9.32,2192.43,13.47,11.75,28.535340,77.390996,2192.36,1,Separated,-24.64,-1.19,226.23,0
2026-06-07T12:54:08.509Z,230,00:01:54.5,0000,2182.64,78190.00,14.00,12.01,28.535514,77.390646,2182.64,-9.54,2174.71,14.15,11.73,28.535563,77.391099,2173.20,1,Separated,23.05,-5.35,219.48,0
2026-06-07T12:54:09.007Z,231,00:01:55,0000,2167.98,78326.24,14.27,11.93,28.535966,77.391146,2167.98,-8.79,2157.69,14.88,11.65,28.535554,77.391173,2158.06,1,Separated,-20.18,-10.28,226.76,0
2026-06-07T12:54:09.507Z,232,00:01:55.5,0000,2153.28,78463.13,13.96,12.01,28.536490,77.390624,2153.28,-9.36,2154.74,13.66,11.90,28.535673,77.390918,2153.11,1,Separated,21.57,7.65,220.72,0
2026-06-07T12:54:10.008Z,233,00:01:56,0000,2138.53,78600.66,15.09,11.95,28.536387,77.390999,2138.53,-9.06,2137.67,16.99,11.68,28.535492,77.390900,2137.08,1,Separated,14.51,-5.56,230.67,0
2026-06-07T12:54:10.508Z,234,00:01:56.5,0000,2123.74,78738.82,14.38,11.99,28.535645,77.391799,2123.74,-9.45,2126.55,12.51,11.70,28.535658,77.390881,2128.44,1,Separated,-7.85,-0.88,235.17,0
2026-06-07T12:54:11.009Z,235,00:01:57,0000,2108.91,78877.62,14.41,11.95,28.535410,77.391753,2108.91,-8.94,2117.40,12.77,11.71,28.535429,77.391052,2117.09,1,Separated,-26.30,-7.84,228.49,0
2026-06-07T12:54:11.509Z,236,00:01:57.5,0000,2094.04,79017.04,14.21,11.98,28.535876,77.390486,2094.04,-8.50,2082.57,12.33,11.81,28.535444,77.390975,2084.29,1,Separated,-12.60,-14.05,237.34,0
2026-06-07T12:54:12.010Z,237,00:01:58,0000,2079.12,79157.10,14.22,11.98,28.535827,77.391529,2079.12,-8.61,2075.34,15.11,11.79,28.535579,77.390901,2075.73,1,Separated,-26.89,-5.75,230.42,0
2026-06-07T12:54:12.510Z,238,00:01:58.5,0000,2064.17,79297.79,14.54,12.01,28.535533,77.391502,2064.17,-9.19,2063.71,16.20,11.76,28.535482,77.390918,2065.02,1,Separated,-25.56,-6.46,230.85,0
2026-06-07T12:54:13.005Z,239,00:01:59,0000,2049.18,79439.10,15.58,12.01,28.535475,77.391032,2049.18,-8.91,2051.84,13.65,11.89,28.535368,77.391155,2049.46,1,Separated,16.16,13.08,248.99,0
